run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_title	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR12183405	SAMN15486061	SRX8697970	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/005/SRR12183405/SRR12183405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/005/SRR12183405/SRR12183405_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/005/SRR12183405	
SRR12183413	SAMN15486054	SRX8697962	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/013/SRR12183413/SRR12183413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/013/SRR12183413/SRR12183413_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/013/SRR12183413	
SRR12183414	SAMN15486053	SRX8697961	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/014/SRR12183414/SRR12183414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/014/SRR12183414/SRR12183414_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/014/SRR12183414	
SRR12183417	SAMN15486050	SRX8697958	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/017/SRR12183417/SRR12183417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/017/SRR12183417/SRR12183417_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/017/SRR12183417	
SRR12183420	SAMN15486047	SRX8697955	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/020/SRR12183420/SRR12183420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/020/SRR12183420/SRR12183420_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/020/SRR12183420	
SRR12183421	SAMN15486046	SRX8697954	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RS sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/021/SRR12183421/SRR12183421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/021/SRR12183421/SRR12183421_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/021/SRR12183421	
SRR12183422	SAMN15485686	SRX8697953	PRJNA644936	1235509	synthetic metagenome	Illumina MiSeq sequencing: 16S amplicon of MK sample from mesocosm with soil and Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/022/SRR12183422/SRR12183422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/022/SRR12183422/SRR12183422_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/022/SRR12183422	
SRR12183423	SAMN15485650	SRX8697952	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Florence soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/023/SRR12183423/SRR12183423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/023/SRR12183423/SRR12183423_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/023/SRR12183423	
SRR12183424	SAMN15486045	SRX8697951	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/024/SRR12183424/SRR12183424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/024/SRR12183424/SRR12183424_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/024/SRR12183424	
SRR12183425	SAMN15486044	SRX8697950	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/025/SRR12183425/SRR12183425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/025/SRR12183425/SRR12183425_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/025/SRR12183425	
SRR12183426	SAMN15486043	SRX8697949	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/026/SRR12183426/SRR12183426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/026/SRR12183426/SRR12183426_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/026/SRR12183426	
SRR12183429	SAMN15486040	SRX8697946	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/029/SRR12183429/SRR12183429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/029/SRR12183429/SRR12183429_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/029/SRR12183429	
SRR12183435	SAMN15486035	SRX8697940	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/035/SRR12183435/SRR12183435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/035/SRR12183435/SRR12183435_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/035/SRR12183435	
SRR12183439	SAMN15486031	SRX8697936	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/039/SRR12183439/SRR12183439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/039/SRR12183439/SRR12183439_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/039/SRR12183439	
SRR12183440	SAMN15486030	SRX8697935	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/040/SRR12183440/SRR12183440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/040/SRR12183440/SRR12183440_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/040/SRR12183440	
SRR12183442	SAMN15486028	SRX8697933	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/042/SRR12183442/SRR12183442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/042/SRR12183442/SRR12183442_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/042/SRR12183442	
SRR12183443	SAMN15486027	SRX8697932	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/043/SRR12183443/SRR12183443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/043/SRR12183443/SRR12183443_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/043/SRR12183443	
SRR12183444	SAMN15486026	SRX8697931	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/044/SRR12183444/SRR12183444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/044/SRR12183444/SRR12183444_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/044/SRR12183444	
SRR12183446	SAMN15486025	SRX8697929	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/046/SRR12183446/SRR12183446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/046/SRR12183446/SRR12183446_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/046/SRR12183446	
SRR12183449	SAMN15486022	SRX8697926	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/049/SRR12183449/SRR12183449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/049/SRR12183449/SRR12183449_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/049/SRR12183449	
SRR12183454	SAMN15486017	SRX8697921	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/054/SRR12183454/SRR12183454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/054/SRR12183454/SRR12183454_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/054/SRR12183454	
SRR12183455	SAMN15486016	SRX8697920	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/055/SRR12183455/SRR12183455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/055/SRR12183455/SRR12183455_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/055/SRR12183455	
SRR12183456	SAMN15485683	SRX8697919	PRJNA644936	1235509	synthetic metagenome	Illumina MiSeq sequencing: 16S amplicon of MK sample from mesocosm with soil and Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/056/SRR12183456/SRR12183456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/056/SRR12183456/SRR12183456_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/056/SRR12183456	
SRR12183457	SAMN15486015	SRX8697918	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/057/SRR12183457/SRR12183457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/057/SRR12183457/SRR12183457_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/057/SRR12183457	
SRR12183460	SAMN15486012	SRX8697915	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/060/SRR12183460/SRR12183460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/060/SRR12183460/SRR12183460_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/060/SRR12183460	
SRR12183465	SAMN15486007	SRX8697910	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Florence soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/065/SRR12183465/SRR12183465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/065/SRR12183465/SRR12183465_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/065/SRR12183465	
SRR12183466	SAMN15486006	SRX8697909	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Florence soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/066/SRR12183466/SRR12183466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/066/SRR12183466/SRR12183466_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/066/SRR12183466	
SRR12183468	SAMN15486005	SRX8697907	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Florence soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/068/SRR12183468/SRR12183468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/068/SRR12183468/SRR12183468_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/068/SRR12183468	
SRR12183470	SAMN15486003	SRX8697905	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/070/SRR12183470/SRR12183470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/070/SRR12183470/SRR12183470_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/070/SRR12183470	
SRR12183474	SAMN15485999	SRX8698013	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/074/SRR12183474/SRR12183474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/074/SRR12183474/SRR12183474_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/074/SRR12183474	
SRR12183475	SAMN15485735	SRX8697900	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/075/SRR12183475/SRR12183475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/075/SRR12183475/SRR12183475_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/075/SRR12183475	
SRR12183485	SAMN15485654	SRX8697890	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Pendelton soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/085/SRR12183485/SRR12183485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/085/SRR12183485/SRR12183485_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/085/SRR12183485	
SRR12183487	SAMN15485724	SRX8697888	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/087/SRR12183487/SRR12183487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/087/SRR12183487/SRR12183487_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/087/SRR12183487	
SRR12183489	SAMN15485722	SRX8697886	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/089/SRR12183489/SRR12183489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/089/SRR12183489/SRR12183489_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/089/SRR12183489	
SRR12183490	SAMN15485721	SRX8697885	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/090/SRR12183490/SRR12183490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/090/SRR12183490/SRR12183490_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/090/SRR12183490	
SRR12183495	SAMN15485716	SRX8697880	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/095/SRR12183495/SRR12183495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/095/SRR12183495/SRR12183495_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/095/SRR12183495	
SRR12183498	SAMN15485714	SRX8697877	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/098/SRR12183498/SRR12183498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/098/SRR12183498/SRR12183498_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/098/SRR12183498	
SRR12183499	SAMN15485713	SRX8697876	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/099/SRR12183499/SRR12183499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/099/SRR12183499/SRR12183499_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/099/SRR12183499	
SRR12183508	SAMN15485843	SRX8697867	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of T0 sample from mesocosm with Lansing soil and Experiment 3. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/008/SRR12183508/SRR12183508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/008/SRR12183508/SRR12183508_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/008/SRR12183508	
SRR12183513	SAMN15485838	SRX8697862	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/013/SRR12183513/SRR12183513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/013/SRR12183513/SRR12183513_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/013/SRR12183513	
SRR12183514	SAMN15485837	SRX8697861	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/014/SRR12183514/SRR12183514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/014/SRR12183514/SRR12183514_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/014/SRR12183514	
SRR12183516	SAMN15485665	SRX8697859	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Pendelton soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/016/SRR12183516/SRR12183516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/016/SRR12183516/SRR12183516_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/016/SRR12183516	
SRR12183519	SAMN15485833	SRX8697856	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/019/SRR12183519/SRR12183519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/019/SRR12183519/SRR12183519_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/019/SRR12183519	
SRR12183521	SAMN15485831	SRX8697854	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/021/SRR12183521/SRR12183521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/021/SRR12183521/SRR12183521_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/021/SRR12183521	
SRR12183524	SAMN15485828	SRX8697851	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/024/SRR12183524/SRR12183524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/024/SRR12183524/SRR12183524_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/024/SRR12183524	
SRR12183527	SAMN15485664	SRX8697848	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Pendelton soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/027/SRR12183527/SRR12183527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/027/SRR12183527/SRR12183527_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/027/SRR12183527	
SRR12183530	SAMN15485823	SRX8697691	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/030/SRR12183530/SRR12183530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/030/SRR12183530/SRR12183530_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/030/SRR12183530	
SRR12183534	SAMN15485794	SRX8697841	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/034/SRR12183534/SRR12183534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/034/SRR12183534/SRR12183534_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/034/SRR12183534	
